code,local_code,name,iso_country
AD-02,02,Canillo,AD
AD-03,03,Encamp,AD
AD-04,04,La Massana,AD
AD-05,05,Ordino,AD
AD-06,06,Sant Julià de Lòria,AD
AD-07,07,Andorra la Vella,AD
AD-08,08,Escaldes-Engordany,AD
AD-U-A,U-A,(unassigned),AD
AE-AJ,AJ,Ajman Emirate,AE
AE-AZ,AZ,Abu Dhabi Emirate,AE
AE-DU,DU,Dubai Emirate,AE
AE-FU,FU,Fujairah Emirate,AE
AE-RK,RK,Ras al-Khaimah Emirate,AE
AE-SH,SH,Sharjah Emirate,AE
AE-U-A,U-A,(unassigned),AE
AE-UQ,UQ,Umm al-Quwain Emirate,AE
AF-BAL,BAL,Balkh Province,AF
AF-BAM,BAM,Bamiyan Province,AF
AF-BDG,BDG,Badghis Province,AF
AF-BDS,BDS,Badakhshan Province,AF
AF-BGL,BGL,Baghlan Province,AF
AF-DAY,DAY,Daykundi Province,AF
AF-FRA,FRA,Farah Province,AF
AF-FYB,FYB,Faryab Province,AF
AF-GHA,GHA,Ghazni Province,AF
AF-GHO,GHO,Ghōr Province,AF
AF-HEL,HEL,Helmand Province,AF
AF-HER,HER,Herat Province,AF
AF-JOW,JOW,Jowzjan Province,AF
AF-KAB,KAB,Kabul Province,AF
AF-KAN,KAN,Kandahar Province,AF
AF-KAP,KAP,Kapisa Province,AF
AF-KDZ,KDZ,Kunduz Province,AF
AF-KHO,KHO,Khost Province,AF
AF-KNR,KNR,Kunar Province,AF
AF-LAG,LAG,Laghman Province,AF
AF-LOW,LOW,Logar Province,AF
AF-NAN,NAN,Nangarhar Province,AF
AF-NIM,NIM,Nimruz Province,AF
AF-NUR,NUR,Nurestan Province,AF
AF-ORU,ORU,Orūzgān Province,AF
AF-PAN,PAN,Panjshir Province,AF
AF-PAR,PAR,Parwan Province,AF
AF-PIA,PIA,Paktia Province,AF
AF-PKA,PKA,Paktika Province,AF
AF-SAM,SAM,Samangan Province,AF
AF-SAR,SAR,Sar-e Pol Province,AF
AF-TAK,TAK,Takhar Province,AF
AF-U-A,U-A,(unassigned),AF
AF-WAR,WAR,Wardak Province,AF
AF-ZAB,ZAB,Zabul Province,AF
AG-03,03,Saint George,AG
AG-04,04,Saint John,AG
AG-05,05,Saint Mary,AG
AG-06,06,Saint Paul,AG
AG-07,07,Saint Peter,AG
AG-08,08,Saint Philip,AG
AG-10,09,Barbuda,AG
AG-U-A,U-A,(unassigned),AG
AI-U-A,U-A,(unassigned),AI
AL-01,01,Berat County,AL
AL-02,02,Durrës County,AL
AL-03,03,Elbasan County,AL
AL-04,04,Fier County,AL
AL-05,05,Gjirokastër County,AL
AL-06,06,Korçë County,AL
AL-07,07,Kukës County,AL
AL-08,08,Lezhë County,AL
AL-09,09,Dibër County,AL
AL-10,10,Shkodër County,AL
AL-11,11,Tirana County,AL
AL-12,12,Vlorë County,AL
AL-U-A,U-A,(unassigned),AL
BF-ZIR,ZIR,Ziro,BF
AM-AG,AG,Aragatsotn Province,AM
AM-AR,AR,Ararat Province,AM
AM-AV,AV,Armavir Province,AM
AM-ER,ER,Yerevan (capital district),AM
AM-GR,GR,Gegharkunik Province,AM
AM-KT,KT,Kotayk Province,AM
AM-LO,LO,Lori Province,AM
AM-SH,SH,Shirak Province,AM
AM-SU,SU,Syunik Province,AM
AM-TV,TV,Tavush Province,AM
AM-U-A,U-A,(unassigned),AM
AM-VD,VD,Vayots Dzor Province,AM
AO-BGO,BGO,Bengo Province,AO
AO-BGU,BGU,Benguela Province,AO
AO-BIE,BIE,Bié Province,AO
AO-CAB,CAB,Cabinda Province,AO
AO-CCU,CCU,Cuando Cubango Province,AO
AO-CNN,CNN,Cunene Province,AO
AO-CNO,CNO,Cuanza Norte Province,AO
AO-CUS,CUS,Cuanza Sul Province,AO
AO-HUA,HUA,Huambo Province,AO
AO-HUI,HUI,Huíla Province,AO
AO-LNO,LNO,Lunda Norte Province,AO
AO-LSU,LSU,Lunda Sul Province,AO
AO-LUA,LUA,Luanda Province,AO
AO-MAL,MAL,Malanje Province,AO
AO-MOX,MOX,Moxico Province,AO
AO-NAM,NAM,Namibe Province,AO
AO-U-A,U-A,(unassigned),AO
AO-UIG,UIG,Uíge Province,AO
AO-ZAI,ZAI,Zaire Province,AO
AQ-U-A,U-A,(unassigned),AQ
AR-A,A,Salta Province,AR
AR-B,B,Buenos Aires Province,AR
AR-C,C,Capital federal,AR
AR-D,D,San Luis Province,AR
AR-E,E,Entre Ríos Province,AR
AR-F,F,La Rioja Province,AR
AR-G,G,Santiago del Estero Province,AR
AR-H,H,Chaco Province,AR
AR-J,J,San Juan Province,AR
AR-K,K,Catamarca Province,AR
AR-L,L,La Pampa Province,AR
AR-M,M,Mendoza Province,AR
AR-N,N,Misiones Province,AR
AR-P,P,Formosa Province,AR
AR-Q,Q,Neuquén Province,AR
AR-R,R,Río Negro Province,AR
AR-S,S,Santa Fe Province,AR
AR-T,T,Tucumán Province,AR
AR-U,U,Chubut Province,AR
AR-U-A,U-A,(unassigned),AR
AR-V,V,Tierra del Fuego Province,AR
AR-W,W,Corrientes Province,AR
AR-X,X,Córdoba Province,AR
AR-Y,Y,Jujuy Province,AR
AR-Z,Z,Santa Cruz Province,AR
AS-U-A,U-A,(unassigned),AS
AT-1,1,Burgenland,AT
AT-2,2,Carinthia,AT
AT-3,3,Lower Austria,AT
AT-4,4,Upper Austria,AT
AT-5,5,Salzburg,AT
AT-6,6,Styria,AT
AT-7,7,Tyrol,AT
AT-8,8,Vorarlberg,AT
AT-9,9,Vienna,AT
AT-U-A,U-A,(unassigned),AT
AU-AAT,AAT,Australian Antarctic Territory,AU
AU-ACT,ACT,Australian Capital Territory,AU
TD-U-A,U-A,(unassigned),TD
AU-NSW,NSW,New South Wales,AU
AU-NT,NT,Northern Territory,AU
AU-QLD,QLD,Queensland,AU
AU-SA,SA,South Australia,AU
AU-TAS,TAS,Tasmania,AU
AU-U-A,U-A,(unassigned),AU
AU-VIC,VIC,Victoria,AU
AU-WA,WA,Western Australia,AU
AW-U-A,U-A,(unassigned),AW
AZ-AB,AB,Ali Bayramli,AZ
AZ-ABS,ABS,Abseron,AZ
AZ-AGA,AGA,Agstafa,AZ
AZ-AGC,AGC,Agcabadi,AZ
AZ-AGM,AGM,Agdam,AZ
AZ-AGS,AGS,Agdas,AZ
AZ-AGU,AGU,Agsu,AZ
AZ-AST,AST,Astara,AZ
AZ-BA,BA,Baki,AZ
AZ-BAB,BAB,Babak,AZ
AZ-BAL,BAL,Balakan,AZ
AZ-BAR,BAR,Barda,AZ
AZ-BEY,BEY,Beylagan,AZ
AZ-BIL,BIL,Bilasuvar,AZ
AZ-CAB,CAB,Cabrayll,AZ
AZ-CAL,CAL,Calilabad,AZ
AZ-CUL,CUL,Culfa,AZ
AZ-DAS,DAS,Daskasan,AZ
AZ-DAV,DAV,Davaci,AZ
AZ-FUZ,FUZ,Fuzuli,AZ
AZ-GA,GA,Ganca,AZ
AZ-GAD,GAD,Gadabay,AZ
AZ-GOR,GOR,Goranboy,AZ
AZ-GOY,GOY,Goycay,AZ
AZ-HAC,HAC,Haciqabul,AZ
AZ-IMI,IMI,Imisli,AZ
AZ-ISM,ISM,Ismayilli,AZ
AZ-KAL,KAL,Kalbacar,AZ
AZ-KUR,KUR,Kurdamir,AZ
AZ-LA,LA,Lankaran,AZ
AZ-LAC,LAC,Lacin,AZ
AZ-LER,LER,Lerik,AZ
AZ-MAS,MAS,Masalli,AZ
AZ-MI,MI,Mingacevir,AZ
AZ-NA,NA,Naftalan,AZ
AZ-NEF,NEF,Neftcala,AZ
AZ-NX,NX,Naxcivan,AZ
AZ-OGU,OGU,Oguz,AZ
AZ-ORD,ORD,Ordubad,AZ
AZ-QAB,QAB,Qabala,AZ
AZ-QAX,QAX,Qax,AZ
AZ-QAZ,QAZ,Qazax,AZ
AZ-QBA,QBA,Quba,AZ
AZ-QBI,QBI,Qubadli,AZ
AZ-QOB,QOB,Qobustan,AZ
AZ-QUS,QUS,Qusar,AZ
AZ-SA,SA,Saki,AZ
AZ-SAB,SAB,Sabirabad,AZ
AZ-SAD,SAD,Sadarak,AZ
AZ-SAH,SAH,Sahbuz,AZ
AZ-SAL,SAL,Salyan,AZ
AZ-SAR,SAR,Sarur,AZ
AZ-SAT,SAT,Saatli,AZ
AZ-SIY,SIY,Siyazan,AZ
AZ-SKR,SKR,Samkir,AZ
AZ-SM,SM,Sumqayit,AZ
AZ-SMI,SMI,Samaxi,AZ
AZ-SMX,SMX,Samux,AZ
AZ-SS,SS,Susa,AZ
AZ-TAR,TAR,Tartar,AZ
AZ-TOV,TOV,Tovuz,AZ
AZ-U-A,U-A,(unassigned),AZ
AZ-UCA,UCA,Ucar,AZ
AZ-XA,XA,Xankandi,AZ
AZ-XAC,XAC,Xacmaz,AZ
AZ-XAN,XAN,Xanlar,AZ
AZ-XCI,XCI,Xocali,AZ
AZ-XIZ,XIZ,Xizi,AZ
AZ-XVD,XVD,Xocavand,AZ
AZ-YAR,YAR,Yardimli,AZ
AZ-YE,YE,Yevlax,AZ
AZ-ZAN,ZAN,Zangilan,AZ
AZ-ZAQ,ZAQ,Zaqatala,AZ
AZ-ZAR,ZAR,Zardab,AZ
BA-BIH,BIH,Federacija Bosna i Hercegovina,BA
BA-SRP,SRP,Republika Srpska,BA
BA-U-A,U-A,(unassigned),BA
BB-01,01,Christ Church,BB
BB-02,02,Saint Andrew,BB
BB-03,03,Saint George,BB
BB-04,04,Saint James,BB
BB-05,05,Saint John,BB
BB-06,06,Saint Joseph,BB
BB-07,07,Saint Lucy,BB
BB-08,08,Saint Michael,BB
BB-09,09,Saint Peter,BB
BB-10,10,Saint Philip,BB
BB-11,11,Saint Thomas,BB
BB-U-A,U-A,(unassigned),BB
BD-1,1,Barisal Division,BD
BD-2,2,Chittagong Division,BD
BD-3,3,Dhaka Division,BD
BD-4,4,Khulna Division,BD
BD-5,5,Rajshahi Division,BD
BD-6,6,Sylhet Division,BD
BD-U-A,U-A,(unassigned),BD
BE-BRU,BRU,Brussels-Capital Region,BE
BE-U-A,U-A,(unassigned),BE
BE-VAN,VAN,Antwerp,BE
BE-VBR,VBR,Flemish Brabant,BE
BE-VLI,VLI,Limburg,BE
BE-VOV,VOV,East Flanders,BE
BE-VWV,VWV,West Flanders,BE
BE-WBR,WBR,Walloon Brabant,BE
BE-WHT,WHT,Hainaut,BE
BE-WLG,WLG,Liège,BE
BE-WLX,WLX,Luxembourg,BE
BE-WNA,WNA,Namur,BE
BF-BAL,BAL,Bale,BF
BF-BAM,BAM,Bam,BF
BF-BAN,BAN,Banwa,BF
BF-BAZ,BAZ,Bazega,BF
BF-BGR,BGR,Bougouriba,BF
BF-BLG,BLG,Boulgou,BF
BF-BLK,BLK,Boulkiemde,BF
BF-COM,COM,Comoe,BF
BF-GAN,GAN,Ganzourgou,BF
BF-GNA,GNA,Gnagna,BF
BF-GOU,GOU,Gourma,BF
BF-HOU,HOU,Houet,BF
BF-IOB,IOB,Ioba,BF
BF-KAD,KAD,Kadiogo,BF
BF-KEN,KEN,Kenedougou,BF
BF-KMD,KMD,Komondjari,BF
BF-KMP,KMP,Kompienga,BF
BF-KOP,KOP,Koulpulogo,BF
BF-KOS,KOS,Kossi,BF
BF-KOT,KOT,Kouritenga,BF
BF-KOW,KOW,Kourweogo,BF
BF-LER,LER,Leraba,BF
BF-LOR,LOR,Loroum,BF
BF-MOU,MOU,Mouhoun,BF
BF-NAM,NAM,Namentenga,BF
BF-NAO,NAO,Nahouri,BF
BF-NAY,NAY,Nayala,BF
BF-NOU,NOU,Noumbiel,BF
BF-OUB,OUB,Oubritenga,BF
BF-OUD,OUD,Oudalan,BF
BF-PAS,PAS,Passore,BF
BF-PON,PON,Poni,BF
BF-SEN,SEN,Seno,BF
BF-SIS,SIS,Siasili,BF
BF-SMT,SMT,Sanmatenga,BF
BF-SNG,SNG,Sanguie,BF
BF-SOM,SOM,Soum,BF
BF-SOR,SOR,Sourou,BF
BF-TAP,TAP,Tapoa,BF
BF-TUI,TUI,Tui,BF
BF-U-A,U-A,(unassigned),BF
BF-YAG,YAG,Yagha,BF
BF-YAT,YAT,Yatenga,BF
TF-U-A,U-A,(unassigned),TF
BF-ZON,ZON,Zondoma,BF
BF-ZOU,ZOU,Zoundweogo,BF
BG-01,01,Blagoevgrad Province,BG
BG-02,02,Burgas Province,BG
BG-03,03,Varna Province,BG
BG-04,04,Veliko Tarnovo Province,BG
BG-05,05,Vidin Province,BG
BG-06,06,Vraca Province,BG
BG-07,07,Gabrovo Province,BG
BG-08,08,Dobric Province,BG
BG-09,09,Kardzali Province,BG
BG-10,10,Kyustendil Province,BG
BG-11,11,Lovec Province,BG
BG-12,12,Montana Province,BG
BG-13,13,Pazardzhik Province,BG
BG-14,14,Pernik Province,BG
BG-15,15,Pleven Province,BG
BG-16,16,Plovdiv Province,BG
BG-17,17,Razgrad Province,BG
BG-18,18,Ruse Province,BG
BG-19,19,Silistra Province,BG
BG-20,20,Sliven Province,BG
BG-21,21,Smoljan Province,BG
BG-23,23,Sofia Province,BG
BG-24,24,Stara Zagora Province,BG
BG-25,25,Targovishte Province,BG
BG-26,26,Haskovo Province,BG
BG-27,27,Sumen Province,BG
BG-28,28,Jambol Province,BG
BG-U-A,U-A,(unassigned),BG
BH-13,13,Capital Governorate,BH
BH-14,14,Southern Governorate,BH
BH-15,15,Muharraq Governorate,BH
BH-16,16,Central Governorate,BH
BH-17,17,Northern Governorate,BH
BH-U-A,U-A,(unassigned),BH
BI-BB,BB,Bubanza,BI
BI-BJ,BJ,Bujumbura,BI
BI-BR,BR,Bururi,BI
BI-CA,CA,Cankuzo,BI
BI-CI,CI,Cibitoke,BI
BI-GI,GI,Gitega,BI
BI-KR,KR,Karuzi,BI
BI-KY,KY,Kayanza,BI
BI-MA,MA,Makamba,BI
BI-MU,MU,Muramvya,BI
BI-MW,MW,Mwaro,BI
BI-NG,NG,Ngozi,BI
BI-RT,RT,Rutana,BI
BI-RY,RY,Ruyigi,BI
BI-U-A,U-A,(unassigned),BI
BJ-AK,AK,Atakora,BJ
BJ-AL,AL,Alibori,BJ
BJ-AQ,AQ,Atlantique,BJ
BJ-BO,BO,Borgou,BJ
BJ-CO,CO,Collines,BJ
BJ-DO,DO,Donga,BJ
BJ-KO,KO,Kouffo,BJ
BJ-LI,LI,Littoral,BJ
BJ-MO,MO,Mono,BJ
BJ-OU,OU,Oueme,BJ
BJ-PL,PL,Plateau,BJ
BJ-U-A,U-A,(unassigned),BJ
BJ-ZO,ZO,Zou,BJ
BL-U-A,U-A,(unassigned),BL
BM-U-A,U-A,(unassigned),BM
BN-BE,BE,Belait District,BN
BN-BM,BM,Brunei-Muara District,BN
BN-TE,TE,Temburong District,BN
BN-TU,TU,Tutong District,BN
BN-U-A,U-A,(unassigned),BN
BO-B,B,El Beni Department,BO
BO-C,C,Cochabamba Department,BO
BO-H,H,Chuquisaca Department,BO
BO-L,L,La Paz Department,BO
BO-N,N,Pando Department,BO
BO-O,O,Oruro Department,BO
BO-P,P,Potosí Department,BO
BO-S,S,Santa Cruz Department,BO
BO-T,T,Tarija Department,BO
BO-U-A,U-A,(unassigned),BO
BQ-U-A,U-A,(unassigned),BQ
BR-AC,AC,Acre,BR
BR-AL,AL,Alagoas,BR
BR-AM,AM,Amazonas,BR
BR-AP,AP,Amapá,BR
BR-BA,BA,Bahia,BR
BR-CE,CE,Ceará,BR
BR-DF,DF,Distrito Federal,BR
BR-ES,ES,Espírito Santo,BR
BR-GO,GO,Goiás,BR
BR-MA,MA,Maranhão,BR
BR-MG,MG,Minas Gerais,BR
BR-MS,MS,Mato Grosso do Sul,BR
BR-MT,MT,Mato Grosso,BR
BR-PA,PA,Pará,BR
BR-PB,PB,Paraíba,BR
BR-PE,PE,Pernambuco,BR
BR-PI,PI,Piauí,BR
BR-PR,PR,Paraná,BR
BR-RJ,RJ,Rio de Janeiro,BR
BR-RN,RN,Rio Grande do Norte,BR
BR-RO,RO,Rondônia,BR
BR-RR,RR,Roraima,BR
BR-RS,RS,Rio Grande do Sul,BR
BR-SC,SC,Santa Catarina,BR
BR-SE,SE,Sergipe,BR
BR-SP,SP,São Paulo,BR
BR-TO,TO,Tocatins,BR
BR-U-A,U-A,(unassigned),BR
BS-AC,AC,Acklins and Crooked Islands,BS
BS-BI,BI,Bimini,BS
BS-CI,CI,Cat Island,BS
BS-EX,EX,Exuma,BS
BS-FC,FC,Fresh Creek,BS
BS-FP,FP,Freeport,BS
BS-GH,GH,Governor's Harbour,BS
BS-GT,GT,Green Turtle Cay,BS
BS-HI,HI,Harbour Island,BS
BS-HR,HR,High Rock,BS
BS-IN,IN,Inagua,BS
BS-KB,KB,Kemps Bay,BS
BS-LI,LI,Long Island,BS
BS-MG,MG,Mayaguana,BS
BS-MH,MH,Marsh Harbour,BS
BS-NB,NB,Nicholls Town and Berry Islands,BS
BS-NP,NP,New Providence,BS
BS-RI,RI,Ragged Island,BS
BS-RS,RS,Rock Sound,BS
BS-SP,SP,Sandy Point,BS
BS-SR,SR,San Salvador and Rum Cay,BS
BS-U-A,U-A,(unassigned),BS
BT-11,11,Paro,BT
BT-12,12,Chhukha,BT
BT-13,13,Ha,BT
BT-14,14,Samtee,BT
BT-15,15,Thimphu,BT
BT-21,21,Tsirang,BT
BT-22,22,Dagana,BT
BT-23,23,Punakha,BT
BT-24,24,Wangdue Phodrang,BT
BT-31,31,Sarpang,BT
BT-32,32,Trongsa,BT
BT-33,33,Bumthang,BT
BT-34,34,Zhemgang,BT
BT-41,41,Trashigang,BT
BT-42,42,Monggar,BT
BT-43,43,Pemagatshel,BT
BT-44,44,Lhuentse,BT
BT-45,45,Samdrup Jongkha,BT
BT-GA,GA,Gasa,BT
BT-TY,TY,Trashi Yangtse,BT
BT-U-A,U-A,(unassigned),BT
BW-CE,CE,Central District,BW
BW-GH,GH,Ghanzi District,BW
BW-KG,KG,Kgalagadi District,BW
BW-KL,KL,Kgatleng District,BW
BW-KW,KW,Kweneng District,BW
DE-SN,SN,Saxony,DE
BW-NE,NE,North-East District,BW
BW-NW,NW,North-West District,BW
BW-SE,SE,South-East District,BW
BW-SO,SO,Southern District,BW
BW-U-A,U-A,(unassigned),BW
BY-BR,BR,Brest Voblast,BY
BY-HO,HO,Homiel Voblast,BY
BY-HR,HR,Hrodna Voblast,BY
BY-MA,MA,Mahilyow Voblast,BY
BY-MI,MI,Minsk Voblast,BY
BY-U-A,U-A,(unassigned),BY
BY-VI,VI,Vitsebsk Voblast,BY
BZ-BZ,BZ,Belize District,BZ
BZ-CY,CY,Cayo District,BZ
BZ-CZL,CZL,Corozal District,BZ
BZ-OW,OW,Orange Walk District,BZ
BZ-SC,SC,Stann Creek District,BZ
BZ-TOL,TOL,Toledo District,BZ
BZ-U-A,U-A,(unassigned),BZ
CA-AB,AB,Alberta,CA
CA-BC,BC,British Columbia,CA
CA-MB,MB,Manitoba,CA
CA-NB,NB,New Brunswick,CA
CA-NL,NL,Newfoundland and Labrador,CA
CA-NS,NS,Nova Scotia,CA
CA-NT,NT,Northwest Territories,CA
CA-NU,NU,Nunavut,CA
CA-ON,ON,Ontario,CA
CA-PE,PE,Prince Edward Island,CA
CA-QC,QC,Quebec,CA
CA-SK,SK,Saskatchewan,CA
CA-U-A,U-A,(unassigned),CA
CA-YT,YT,Yukon Territory,CA
CC-U-A,U-A,(unassigned),CC
CD-BC,BC,Bas-Congo Province,CD
CD-BN,BN,Bandundu Province,CD
CD-EQ,EQ,Equateur Province,CD
CD-HC,HC,Haut-Congo Province,CD
CD-KA,KA,Katanga Province,CD
CD-KE,KE,Kasai-Oriental Province,CD
CD-KN,KN,Kinshasa Province,CD
CD-KW,KW,Kasai-Occidental Province,CD
CD-MA,MA,Maniema Province,CD
CD-NK,NK,Nord-Kivu Province,CD
CD-OR,OR,Orientale Province,CD
CD-SK,SK,Sud-Kivu Province,CD
CD-U-A,U-A,(unassigned),CD
CF-AC,AC,Ouham,CF
CF-BB,BB,Bamingui-Bangoran,CF
CF-BGF,BGF,Bangui,CF
CF-BK,BK,Basse-Kotto,CF
CF-HK,HK,Haute-Kotto,CF
CF-HM,HM,Haut-Mbomou,CF
CF-HS,HS,Mambéré-Kadéï,CF
CF-KB,KB,Nana-Grébizi,CF
CF-KG,KG,Kémo,CF
CF-LB,LB,Lobaye,CF
CF-MB,MB,Mbomou,CF
CF-MP,MP,Ombella-M'Poko,CF
CF-NM,NM,Nana-Mambéré,CF
CF-OP,OP,Ouham-Pendé,CF
CF-SE,SE,Sangha-Mbaéré,CF
CF-U-A,U-A,(unassigned),CF
CF-UK,UK,Ouaka,CF
CF-VR,VR,Vakaga,CF
CG-11,11,Bouenza Department,CG
CG-12,12,Pool Department,CG
CG-13,13,Sangha Department,CG
CG-14,14,Plateaux Department,CG
CG-15,15,Cuvette-Ouest Department,CG
CG-2,2,Lékoumou Department,CG
CG-5,5,Kouilou Department,CG
CG-7,7,Likouala Department,CG
CG-8,8,Cuvette Department,CG
CG-9,9,Niari Department,CG
CG-BZV,BZV,Brazzaville Department,CG
CG-U-A,U-A,(unassigned),CG
CH-AG,AG,Canton of Aargau,CH
CH-AI,AI,Canton of Appenzell Innerrhoden,CH
CH-AR,AR,Canton of Appenzell Ausserrhoden,CH
CH-BE,BE,Canton of Berne,CH
CH-BL,BL,Canton of Basel-Country,CH
CH-BS,BS,Canton of Basel-City,CH
CH-FR,FR,Canton of Fribourg,CH
CH-GE,GE,Canton of Geneva,CH
CH-GL,GL,Canton of Glarus,CH
CH-GR,GR,Canton of Grisons,CH
CH-JU,JU,Canton of Jura,CH
CH-LU,LU,Canton of Lucerne,CH
CH-NE,NE,Canton of Neuchâtel,CH
CH-NW,NW,Canton of Nidwalden,CH
CH-OW,OW,Canton of Obwalden,CH
CH-SG,SG,Canton of St. Gallen,CH
CH-SH,SH,Canton of Schaffhausen,CH
CH-SO,SO,Canton of Solothurn,CH
CH-SZ,SZ,Canton of Schwyz,CH
CH-TG,TG,Canton of Thurgau,CH
CH-TI,TI,Canton of Ticino,CH
CH-U-A,U-A,(unassigned),CH
CH-UR,UR,Canton of Uri,CH
CH-VD,VD,Canton of Vaud,CH
CH-VS,VS,Canton of Valais,CH
CH-ZG,ZG,Canton of Zug,CH
CH-ZH,ZH,Canton of Zurich,CH
CI-01,01,Lagunes,CI
CI-02,02,Haut-Sassandra,CI
CI-03,03,Savanes,CI
CI-04,04,Vallée du Bandama,CI
CI-05,05,Moyen-Comoé,CI
CI-06,06,Dix-Huit Montagnes,CI
CI-07,07,Lacs,CI
CI-08,08,Zanzan,CI
CI-09,09,Bas-Sassandra,CI
CI-10,10,Denguélé,CI
CI-11,11,N'zi-Comoé,CI
CI-12,12,Marahoué,CI
CI-13,13,Sud-Comoé,CI
CI-14,14,Worodouqou,CI
CI-15,15,Sud-Bandama,CI
CI-16,16,Agnéby,CI
CI-17,17,Bafing,CI
CI-18,18,Fromager,CI
CI-19,19,Moyen-Cavally,CI
CI-U-A,U-A,(unassigned),CI
CK-U-A,U-A,(unassigned),CK
CL-AI,AI,Aysén Region,CL
CL-AN,AN,Antofagasta Region,CL
CL-AP,AP,Arica and Parinacota Region,CL
CL-AR,AR,Araucanía Region,CL
CL-AT,AT,Atacama Region,CL
CL-BI,BI,Bío-Bío Region,CL
CL-CO,CO,Coquimbo Region,CL
CL-LI,LI,O'Higgins Region,CL
CL-LL,LL,Los Lagos Region,CL
CL-LR,LR,Los Ríos Region,CL
CL-MA,MA,Magallanes Region,CL
CL-ML,ML,Maule Region,CL
CL-RM,RM,Santiago Metropolitan Region,CL
CL-TA,TA,Tarapacá Region,CL
CL-U-A,U-A,(unassigned),CL
CL-VS,VS,Valparaíso Region,CL
CM-AD,AD,Adamaoua Region,CM
CM-CE,CE,Centre Region,CM
CM-EN,EN,Far North Region,CM
CM-ES,ES,East Region,CM
CM-LT,LT,Littoral Region,CM
CM-NO,NO,North Region,CM
CM-NW,NW,North-West Region,CM
CM-OU,OU,West Region,CM
CM-SU,SU,South Region,CM
CM-SW,SW,South-West Region,CM
CM-U-A,U-A,(unassigned),CM
CN-11,11,Beijing Municipality,CN
CN-12,12,Tianjin Municipality,CN
CN-13,13,Hebei Province,CN
CN-14,14,Shanxi Province,CN
CN-15,15,Inner Mongolia Autonomous Region,CN
CN-21,21,Liaoning Province,CN
CN-22,22,Jilin Province,CN
CN-23,23,Heilongjiang Province,CN
CN-31,31,Shanghai Municipality,CN
CN-32,32,Jiangsu Province,CN
CN-33,33,Zhejiang Province,CN
CN-34,34,Anhui Province,CN
CN-35,35,Fujian Province,CN
CN-36,36,Jiangxi Province,CN
CN-37,37,Shandong Province,CN
CN-41,41,Henan Province,CN
CN-42,42,Hubei Province,CN
CN-43,43,Hunan Province,CN
CN-44,44,Guangdong Province,CN
CN-45,45,Guangxi Autonomous Region,CN
CN-46,46,Hainan Province,CN
CN-50,50,Chongqing Municipality,CN
CN-51,51,Sichuan Province,CN
CN-52,52,Guizhou Province,CN
CN-53,53,Yunnan Province,CN
CN-54,54,Tibet Autonomous Region,CN
CN-61,61,Shaanxi Province,CN
CN-62,62,Gansu Province,CN
CN-63,63,Qinghai Province,CN
CN-64,64,Ningxia Autonomous Region,CN
CN-65,65,Xinjiang Autonomous Region,CN
CN-71,71,Taiwan (disputed),CN
CN-91,91,Hong Kong Special Administrative Region,CN
CN-92,92,Macau Special Administrative Region,CN
CN-U-A,U-A,(unassigned),CN
CO-AMA,AMA,Amazonas Department,CO
CO-ANT,ANT,Antioquía Department,CO
CO-ARA,ARA,Arauca Department,CO
CO-ATL,ATL,Atlántico Department,CO
CO-BOL,BOL,Bolívar Department,CO
CO-BOY,BOY,Boyacá Department,CO
CO-CAL,CAL,Caldas Department,CO
CO-CAQ,CAQ,Caquetá Department,CO
CO-CAS,CAS,Casanare Department,CO
CO-CAU,CAU,Cauca Department,CO
CO-CES,CES,César Department,CO
CO-CHO,CHO,Chocó Department,CO
CO-COR,COR,Córdoba Department,CO
CO-CUN,CUN,Cundinamarca Department,CO
CO-DC,DC,Distrito Capital de Bogotá Department,CO
CO-GUA,GUA,Guainía Department,CO
CO-GUV,GUV,Guaviare Department,CO
CO-HUI,HUI,Huila Department,CO
CO-LAG,LAG,La Guajira Department,CO
CO-MAG,MAG,Magdalena Department,CO
CO-MET,MET,Meta Department,CO
CO-NAR,NAR,Nariño Department,CO
CO-NSA,NSA,Norte de Santander Department,CO
CO-PUT,PUT,Putumayo Department,CO
CO-QUI,QUI,Quindio Department,CO
CO-RIS,RIS,Risaralda Department,CO
CO-SAN,SAN,Santander Department,CO
CO-SAP,SAP,"San Andrés, Providencia y Santa Catalina Department",CO
CO-SUC,SUC,Sucre Department,CO
CO-TOL,TOL,Tolima Department,CO
CO-U-A,U-A,(unassigned),CO
ES-MU,MU,Murcia,ES
CO-VAC,VAC,Valle del Cauca Department,CO
CO-VAU,VAU,Vaupés Department,CO
CO-VID,VID,Vichada Department,CO
CR-A,A,Alajuela,CR
CR-C,C,Cartago,CR
CR-G,G,Guanacaste,CR
CR-H,H,Heredia,CR
CR-L,L,Limon,CR
CR-P,P,Puntarenas,CR
CR-SJ,SJ,San Jose,CR
CR-U-A,U-A,(unassigned),CR
CU-01,01,Pinar del Río,CU
CU-02,02,La Habana,CU
CU-03,03,Ciudad de la Habana,CU
CU-04,04,Matanzas,CU
CU-05,05,Villa Clara,CU
CU-06,06,Cienfuegos,CU
CU-07,07,Sancti Spíritus,CU
CU-08,08,Ciego de Ávila,CU
CU-09,09,Camagüey,CU
CU-10,10,Las Tunas,CU
CU-11,11,Holguín,CU
CU-12,12,Granma,CU
CU-13,13,Santiago de Cuba,CU
CU-14,14,Guantánamo,CU
